IP,Time,URL,Status
10.212.234.187,[16/Mar/2018:14:53:07,GET /data/files/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.109.255.50,[07/Feb/2018:15:47:28,POST /user/home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.145.215.154,[12/Dec/2017:13:51:50,GET /home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.206.172.7,[04/Mar/2018:21:20:09,GET /docs/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.147.172.26,[09/Feb/2018:16:09:21,GET /data/docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.97.233.39,[09/Feb/2018:04:44:53,GET /files/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.31.144.150,[06/Mar/2018:20:17:42,GET /home/files/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.128.57.54,[18/Dec/2017:06:52:37,GET /user/files/files/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.161.10.221,[29/Nov/2017:10:05:55,GET /data/files/files/user/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.9.34.21,[21/Mar/2018:04:29:47,GET /home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.171.229.167,[25/Nov/2017:12:04:50,GET /files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.45.183.166,[23/Jan/2018:11:53:25,POST /data/home/docs/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.232.137.110,[31/Dec/2017:02:41:54,POST /docs/user/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.134.5.131,[30/Mar/2018:12:46:10,GET /user/files/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.143.88.201,[28/Nov/2017:11:03:23,GET /data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.228.187.207,[18/Feb/2018:00:02:27,GET /docs/user/user/user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.57.182.42,[30/Mar/2018:12:44:57,POST /home/home/files/user/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.145.169.235,[28/Jan/2018:19:32:33,POST /docs/data/data/files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.233.24.109,[04/Nov/2017:14:27:56,GET /user/files/files/?id=1; DROP FROM users;-- HTTP/1.1,200
10.249.255.251,[13/Feb/2018:23:20:10,GET /data/home/files/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.72.224.223,[13/Mar/2018:07:42:42,POST /data/files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.230.188.99,[26/Jan/2018:22:09:36,POST /data/home/home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.86.144.223,[10/Mar/2018:22:57:02,GET /home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.207.252.151,[23/Feb/2018:10:32:52,GET /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.191.140.161,[06/Dec/2017:14:07:30,GET /data/files/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.252.121.148,[12/Dec/2017:05:16:10,GET /user/docs/user/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.121.142.220,[09/Mar/2018:20:34:16,POST /data/user/user/files/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.109.89.152,[11/Jan/2018:16:05:55,POST /files/data/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.145.7.180,[15/Feb/2018:17:30:37,GET /docs/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.203.133.134,[16/Nov/2017:22:56:57,GET /home/data/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.8.163.70,[07/Dec/2017:10:05:44,POST /user/home/?id=1; DROP FROM users;-- HTTP/1.1,302
10.102.160.30,[15/Mar/2018:12:17:41,POST /files/user/data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.236.23.4,[27/Feb/2018:07:09:19,GET /home/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.8.4.220,[16/Jan/2018:04:10:16,GET /files/data/docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.138.154.134,[27/Jan/2018:15:36:24,POST /data/user/?id=1; UNION FROM users;-- HTTP/1.1,404
10.224.58.152,[12/Feb/2018:00:09:06,POST /user/data/home/user/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.61.96.167,[28/Jan/2018:21:45:54,GET /home/user/?id=1; UNION FROM users;-- HTTP/1.1,200
10.92.179.252,[11/Feb/2018:01:08:13,GET /user/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.7.49.48,[18/Nov/2017:00:02:12,GET /data/docs/files/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.36.179.49,[10/Jan/2018:19:04:50,GET /data/docs/data/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.10.173.124,[01/Feb/2018:16:53:11,POST /home/docs/user/data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.131.222.51,[31/Dec/2017:19:43:32,GET /docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.28.229.173,[13/Nov/2017:14:00:27,GET /user/files/docs/data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.127.220.24,[12/Feb/2018:01:48:26,POST /home/user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.89.159.52,[05/Nov/2017:00:39:47,GET /home/user/data/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.121.218.211,[26/Nov/2017:15:45:42,GET /data/data/home/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.103.76.170,[08/Jan/2018:08:00:01,POST /home/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.28.69.228,[15/Jan/2018:09:30:30,POST /data/files/files/user/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.189.58.53,[06/Dec/2017:05:42:49,GET /docs/files/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.26.208.213,[24/Nov/2017:02:32:59,GET /files/user/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.194.105.49,[22/Jan/2018:02:47:57,POST /home/files/user/home/?id=1; DROP FROM users;-- HTTP/1.1,404
10.100.247.220,[09/Feb/2018:19:25:35,GET /user/data/home/docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.86.242.23,[04/Nov/2017:12:31:34,GET /home/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.9.40.159,[20/Jan/2018:18:44:02,POST /docs/files/home/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.241.66.44,[04/Nov/2017:21:59:26,GET /docs/home/home/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.27.13.20,[20/Jan/2018:07:51:41,POST /user/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.214.120.80,[12/Dec/2017:18:53:01,GET /data/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.117.15.90,[21/Nov/2017:00:48:56,POST /files/home/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.65.111.147,[10/Jan/2018:09:32:44,GET /files/data/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.130.125.74,[07/Feb/2018:03:45:38,POST /files/user/data/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.157.102.99,[16/Mar/2018:02:09:42,POST /user/home/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.178.242.144,[13/Nov/2017:19:42:34,POST /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.37.252.90,[28/Mar/2018:09:20:39,GET /user/data/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.98.240.205,[11/Dec/2017:21:02:35,POST /data/user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.218.147.106,[11/Mar/2018:09:31:35,GET /docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.210.33.142,[10/Feb/2018:20:38:11,POST /user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.198.71.120,[31/Jan/2018:22:39:48,POST /docs/home/?id=1; UNION FROM users;-- HTTP/1.1,200
10.128.102.55,[24/Nov/2017:04:54:06,POST /user/user/files/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.29.135.176,[15/Dec/2017:03:09:00,POST /files/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.111.181.14,[23/Mar/2018:01:21:32,POST /user/home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.108.155.120,[17/Feb/2018:02:36:48,GET /files/files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.64.239.48,[23/Dec/2017:18:22:44,GET /docs/files/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.171.41.127,[14/Jan/2018:16:46:17,POST /home/files/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.27.48.192,[16/Dec/2017:07:49:20,POST /files/docs/files/?id=1; DROP FROM users;-- HTTP/1.1,200
10.57.140.111,[25/Mar/2018:09:28:26,POST /data/user/docs/?id=1; DROP FROM users;-- HTTP/1.1,200
10.169.64.225,[26/Feb/2018:16:28:59,POST /docs/user/user/user/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.81.189.238,[24/Feb/2018:22:45:11,GET /home/data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.254.237.100,[30/Nov/2017:00:47:53,GET /data/?id=1; UNION FROM users;-- HTTP/1.1,302
10.4.146.98,[04/Mar/2018:02:12:53,POST /data/docs/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.146.233.160,[22/Jan/2018:01:11:59,GET /user/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.50.90.244,[13/Mar/2018:14:06:59,GET /data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.229.72.168,[26/Mar/2018:09:49:35,POST /home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.182.102.168,[14/Jan/2018:09:27:50,GET /user/data/docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.91.117.133,[03/Mar/2018:19:13:52,POST /user/home/data/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.156.23.236,[20/Feb/2018:01:41:28,POST /user/docs/?id=1; DROP FROM users;-- HTTP/1.1,200
10.84.127.206,[29/Jan/2018:12:51:14,POST /docs/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.57.195.42,[24/Mar/2018:13:43:40,POST /data/docs/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.55.111.109,[27/Nov/2017:02:33:51,GET /data/docs/files/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.150.27.19,[18/Dec/2017:16:17:18,GET /docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.94.193.118,[04/Mar/2018:12:10:53,POST /docs/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.33.255.77,[02/Dec/2017:00:52:25,GET /docs/docs/files/docs/?id=1; DROP FROM users;-- HTTP/1.1,302
10.131.201.235,[07/Feb/2018:08:55:43,POST /home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.155.60.191,[27/Feb/2018:11:12:53,GET /user/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.70.101.75,[07/Jan/2018:07:03:50,POST /docs/files/home/home/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.200.55.226,[13/Dec/2017:23:58:18,POST /docs/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.107.67.90,[09/Jan/2018:08:47:17,GET /files/data/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.166.4.122,[29/Mar/2018:07:36:00,GET /files/data/home/?id=1; DROP FROM users;-- HTTP/1.1,302
10.84.3.191,[05/Dec/2017:13:34:29,GET /data/files/files/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.142.82.52,[10/Nov/2017:12:20:50,POST /data/home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.54.239.18,[21/Jan/2018:06:05:36,POST /files/files/user/data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.196.93.232,[28/Dec/2017:22:21:29,GET /data/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.22.171.34,[25/Mar/2018:01:57:06,GET /files/user/docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.100.96.49,[23/Nov/2017:18:37:37,POST /files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.37.123.60,[24/Nov/2017:08:01:05,GET /files/files/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.163.198.182,[15/Dec/2017:01:49:10,POST /files/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.116.213.243,[07/Dec/2017:11:39:20,GET /docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.107.216.19,[08/Nov/2017:04:55:22,POST /docs/home/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.222.38.243,[12/Jan/2018:10:28:31,POST /docs/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.109.109.3,[15/Nov/2017:10:49:26,POST /files/user/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.31.184.30,[25/Mar/2018:04:47:21,POST /user/docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.132.140.233,[02/Dec/2017:01:39:15,GET /files/files/home/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.185.169.155,[05/Mar/2018:08:39:54,POST /data/docs/?id=1; DROP FROM users;-- HTTP/1.1,302
10.152.218.90,[07/Mar/2018:04:41:16,GET /home/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.249.212.193,[29/Jan/2018:11:38:43,GET /home/user/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.175.254.37,[14/Mar/2018:06:56:13,POST /files/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.127.251.135,[14/Nov/2017:01:22:06,GET /home/home/home/home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.153.120.191,[23/Mar/2018:08:50:52,POST /data/data/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.224.36.42,[03/Jan/2018:09:38:35,POST /user/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.140.75.210,[09/Nov/2017:12:46:25,POST /home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.69.82.13,[11/Dec/2017:18:44:42,GET /data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.101.114.115,[17/Mar/2018:18:24:41,POST /docs/home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.69.77.139,[05/Feb/2018:07:11:44,GET /user/user/docs/home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.228.87.215,[20/Feb/2018:07:30:25,POST /user/docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.206.55.187,[05/Nov/2017:16:34:10,POST /docs/home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.51.240.171,[04/Mar/2018:22:18:19,GET /home/data/files/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.152.221.66,[17/Feb/2018:18:11:03,GET /files/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.47.88.167,[07/Nov/2017:00:54:05,POST /home/docs/files/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.200.64.7,[10/Mar/2018:22:57:54,GET /files/home/?id=1; DROP FROM users;-- HTTP/1.1,404
10.192.148.75,[27/Dec/2017:00:53:42,GET /home/files/user/docs/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.145.11.134,[14/Jan/2018:18:17:59,GET /data/files/user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.142.171.107,[28/Jan/2018:00:55:30,POST /home/data/user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.147.97.39,[05/Feb/2018:00:53:38,POST /home/files/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.71.196.157,[29/Nov/2017:21:48:58,POST /files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.230.76.138,[15/Feb/2018:05:57:39,GET /docs/user/data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.31.146.60,[08/Jan/2018:02:25:06,GET /home/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.169.174.248,[03/Nov/2017:20:43:04,POST /user/user/home/home/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.23.142.26,[23/Mar/2018:09:45:57,GET /data/data/docs/data/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.55.70.45,[23/Feb/2018:20:09:02,GET /files/files/user/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.129.111.86,[16/Mar/2018:08:30:24,POST /files/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.152.202.167,[26/Dec/2017:09:12:35,POST /user/data/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.111.121.192,[24/Dec/2017:16:00:39,GET /user/docs/user/user/?id=1; DROP FROM users;-- HTTP/1.1,404
10.109.79.234,[04/Mar/2018:17:52:52,POST /data/docs/user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.167.151.254,[23/Jan/2018:03:29:14,GET /files/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.73.236.143,[28/Dec/2017:01:30:09,POST /docs/home/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.139.218.100,[05/Feb/2018:18:08:48,POST /user/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.110.40.199,[17/Nov/2017:10:19:18,GET /files/files/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.111.197.25,[12/Feb/2018:09:17:33,POST /user/home/files/data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.131.158.73,[20/Nov/2017:04:06:02,GET /home/user/?id=1; UNION FROM users;-- HTTP/1.1,404
10.77.69.19,[12/Feb/2018:05:42:02,GET /user/data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.207.130.181,[01/Feb/2018:23:16:05,POST /user/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.124.130.243,[24/Jan/2018:18:59:34,POST /user/user/?id=1; UNION FROM users;-- HTTP/1.1,200
10.196.85.103,[27/Jan/2018:15:56:00,GET /home/files/user/home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.223.153.233,[09/Feb/2018:13:03:36,POST /home/data/files/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.78.58.17,[14/Feb/2018:13:45:19,POST /files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.232.4.73,[23/Nov/2017:12:05:20,POST /home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.79.200.187,[19/Dec/2017:12:40:49,POST /docs/data/data/files/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.192.59.68,[13/Mar/2018:18:32:31,GET /data/data/docs/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.186.104.136,[09/Dec/2017:14:46:49,POST /files/docs/files/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.173.225.46,[23/Jan/2018:04:27:05,POST /user/user/docs/files/?id=1; DROP FROM users;-- HTTP/1.1,200
10.126.209.65,[02/Dec/2017:06:47:16,POST /docs/user/files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.135.16.113,[13/Nov/2017:07:51:43,POST /docs/files/user/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.167.218.110,[13/Mar/2018:16:30:28,POST /home/files/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.176.49.193,[04/Mar/2018:01:58:20,GET /home/user/home/user/?id=1; UNION FROM users;-- HTTP/1.1,404
10.120.207.250,[09/Nov/2017:00:07:03,POST /files/docs/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.15.67.31,[19/Feb/2018:09:26:20,GET /files/docs/user/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.132.87.62,[08/Dec/2017:03:53:37,POST /user/user/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.197.44.153,[04/Dec/2017:07:16:42,POST /docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.106.220.100,[26/Jan/2018:15:14:49,GET /data/files/data/data/?id=1; DROP FROM users;-- HTTP/1.1,302
10.44.28.51,[26/Feb/2018:08:32:49,GET /files/user/user/docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.121.241.147,[15/Mar/2018:01:14:08,GET /user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.249.66.134,[29/Dec/2017:18:33:59,POST /docs/home/files/user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.3.171.43,[11/Dec/2017:15:10:46,GET /home/data/docs/files/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.65.85.49,[10/Dec/2017:21:53:34,POST /files/files/home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.160.216.36,[29/Nov/2017:21:01:22,GET /user/home/?id=1; DROP FROM users;-- HTTP/1.1,302
10.65.202.152,[02/Jan/2018:08:23:51,GET /data/files/data/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.119.232.98,[19/Dec/2017:04:27:13,POST /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.173.78.103,[07/Dec/2017:01:20:59,GET /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.77.68.119,[23/Dec/2017:04:36:56,POST /files/user/user/home/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.49.203.206,[27/Dec/2017:01:13:33,POST /docs/home/home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.86.49.124,[04/Dec/2017:03:37:53,POST /home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.53.100.69,[04/Dec/2017:07:25:36,GET /data/user/home/home/?id=1; UNION FROM users;-- HTTP/1.1,302
10.84.86.107,[26/Mar/2018:03:41:38,GET /data/user/user/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.222.91.64,[15/Jan/2018:12:47:39,GET /user/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.88.142.57,[26/Mar/2018:23:07:25,POST /docs/docs/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.17.195.170,[06/Mar/2018:16:44:11,POST /files/docs/docs/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.234.251.139,[26/Mar/2018:06:56:11,GET /data/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.220.60.150,[13/Nov/2017:02:08:29,GET /files/home/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.32.49.97,[26/Mar/2018:00:45:55,POST /home/?id=1; UNION FROM users;-- HTTP/1.1,302
10.169.163.19,[05/Nov/2017:11:17:00,POST /data/files/?id=1; DROP FROM users;-- HTTP/1.1,200
10.80.15.175,[16/Mar/2018:06:26:05,GET /docs/?id=1; DROP FROM users;-- HTTP/1.1,302
10.112.207.170,[14/Nov/2017:10:57:17,POST /docs/home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.54.205.68,[09/Dec/2017:15:16:20,GET /home/home/data/data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.188.152.180,[02/Dec/2017:04:10:30,GET /docs/home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.227.222.238,[16/Jan/2018:19:46:56,POST /home/files/home/docs/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.50.32.199,[25/Mar/2018:00:09:25,POST /data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.27.244.100,[03/Nov/2017:04:03:50,GET /data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.184.84.226,[26/Mar/2018:19:42:10,GET /docs/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.166.144.65,[09/Nov/2017:05:37:34,POST /user/files/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.39.119.89,[16/Jan/2018:14:07:40,GET /home/docs/home/files/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.11.155.86,[06/Mar/2018:22:29:22,POST /data/files/docs/user/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.27.170.190,[28/Dec/2017:04:46:21,GET /home/data/files/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.149.233.68,[02/Nov/2017:03:11:03,POST /home/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.211.139.209,[22/Nov/2017:21:42:54,POST /docs/home/home/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.137.241.123,[29/Dec/2017:15:33:24,POST /files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.150.63.97,[23/Jan/2018:09:00:51,POST /files/data/home/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.3.183.255,[31/Dec/2017:21:25:29,GET /files/user/home/home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.230.169.230,[15/Nov/2017:13:39:55,GET /data/user/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.230.246.75,[05/Nov/2017:00:52:11,GET /user/data/home/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.44.33.93,[09/Feb/2018:13:02:02,GET /home/data/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.52.115.29,[07/Mar/2018:13:51:24,GET /user/data/home/data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.251.215.183,[29/Jan/2018:22:15:44,GET /user/user/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.234.25.10,[04/Dec/2017:02:27:04,GET /user/home/?id=1; UNION FROM users;-- HTTP/1.1,200
10.121.65.112,[30/Nov/2017:00:03:58,POST /docs/home/docs/?id=1; DROP FROM users;-- HTTP/1.1,302
10.114.209.148,[24/Nov/2017:01:34:16,GET /home/docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.139.133.21,[04/Nov/2017:21:06:54,GET /home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.38.30.138,[27/Nov/2017:08:37:36,GET /home/home/home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.155.183.137,[29/Mar/2018:10:26:43,GET /home/home/?id=1; UNION FROM users;-- HTTP/1.1,200
10.115.238.191,[02/Feb/2018:18:24:54,GET /home/home/docs/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.38.122.225,[04/Jan/2018:22:04:12,POST /home/user/data/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.254.120.59,[26/Feb/2018:17:09:08,POST /files/user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.215.38.240,[24/Mar/2018:23:09:54,POST /home/data/files/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.29.102.250,[10/Dec/2017:06:03:50,GET /docs/files/home/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.203.28.172,[12/Jan/2018:13:27:57,POST /files/data/user/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.36.136.218,[17/Feb/2018:18:01:49,POST /home/user/user/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.139.88.69,[16/Dec/2017:18:44:53,POST /data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.149.181.8,[24/Nov/2017:19:54:21,POST /docs/user/home/data/?id=1; DROP FROM users;-- HTTP/1.1,302
10.82.81.72,[24/Dec/2017:11:52:24,GET /docs/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.93.0.188,[27/Dec/2017:22:48:18,GET /files/files/home/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.69.224.127,[23/Jan/2018:10:37:53,GET /files/files/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.158.33.110,[25/Mar/2018:02:32:02,GET /home/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.216.56.56,[20/Mar/2018:18:53:30,POST /home/home/?id=1; UNION FROM users;-- HTTP/1.1,302
10.189.195.48,[17/Mar/2018:19:00:54,GET /home/data/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.38.107.202,[03/Nov/2017:07:12:52,GET /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.57.22.164,[13/Jan/2018:00:10:12,GET /user/data/data/docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.244.33.30,[15/Mar/2018:20:15:33,GET /home/?id=1; DROP FROM users;-- HTTP/1.1,404
